order_1based,external_file_order_key,official_source_file,modality,zero_run_type,start_index_inclusive,end_index_exclusive,length_native_steps,run_ratio_of_500,relative_start,relative_end,sample_zero_row_ratio,frozen_P_values,frozen_O_values,zero_context_3_positions_diagnostic_only,certified_missingness
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,217,218,1,0.002,0.434,0.436,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,220,221,1,0.002,0.44,0.442,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,224,225,1,0.002,0.448,0.45,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,227,228,1,0.002,0.454,0.456,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,231,232,1,0.002,0.462,0.464,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,233,234,1,0.002,0.466,0.468,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,235,237,2,0.004,0.47,0.474,0.618,2,2,2,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,suffix_zero_ambiguous,239,500,261,0.522,0.478,1.0,0.618,2,2,0,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,1,2,1,0.002,0.002,0.004,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,8,9,1,0.002,0.016,0.018,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,18,19,1,0.002,0.036,0.038,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,32,33,1,0.002,0.064,0.066,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,34,35,1,0.002,0.068,0.07,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,40,41,1,0.002,0.08,0.082,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,46,47,1,0.002,0.092,0.094,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,51,52,1,0.002,0.102,0.104,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,54,56,2,0.004,0.108,0.112,0.68,2,2,2,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,58,59,1,0.002,0.116,0.118,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,64,65,1,0.002,0.128,0.13,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,69,73,4,0.008,0.138,0.146,0.68,2,2,4,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,76,79,3,0.006,0.152,0.158,0.68,2,2,3,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,80,81,1,0.002,0.16,0.162,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,85,86,1,0.002,0.17,0.172,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,87,88,1,0.002,0.174,0.176,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,90,91,1,0.002,0.18,0.182,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,96,97,1,0.002,0.192,0.194,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,102,103,1,0.002,0.204,0.206,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,106,107,1,0.002,0.212,0.214,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,109,110,1,0.002,0.218,0.22,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,122,123,1,0.002,0.244,0.246,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,124,125,1,0.002,0.248,0.25,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,131,132,1,0.002,0.262,0.264,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,150,151,1,0.002,0.3,0.302,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,161,162,1,0.002,0.322,0.324,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,169,171,2,0.004,0.338,0.342,0.68,2,2,2,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,172,173,1,0.002,0.344,0.346,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,181,182,1,0.002,0.362,0.364,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,189,190,1,0.002,0.378,0.38,0.68,2,2,1,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,interior_zero_candidate,191,193,2,0.004,0.382,0.386,0.68,2,2,2,False
17,附件3_未对齐版本_17,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,audio,suffix_zero_ambiguous,199,500,301,0.602,0.398,1.0,0.68,2,2,0,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,1,2,1,0.002,0.002,0.004,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,4,5,1,0.002,0.008,0.01,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,11,12,1,0.002,0.022,0.024,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,17,19,2,0.004,0.034,0.038,0.698,2,2,2,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,33,34,1,0.002,0.066,0.068,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,49,50,1,0.002,0.098,0.1,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,72,74,2,0.004,0.144,0.148,0.698,2,2,2,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,79,80,1,0.002,0.158,0.16,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,84,85,1,0.002,0.168,0.17,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,89,90,1,0.002,0.178,0.18,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,92,93,1,0.002,0.184,0.186,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,107,108,1,0.002,0.214,0.216,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,114,117,3,0.006,0.228,0.234,0.698,2,2,3,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,121,122,1,0.002,0.242,0.244,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,127,128,1,0.002,0.254,0.256,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,130,131,1,0.002,0.26,0.262,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,141,142,1,0.002,0.282,0.284,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,148,149,1,0.002,0.296,0.298,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,152,153,1,0.002,0.304,0.306,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,interior_zero_candidate,159,160,1,0.002,0.318,0.32,0.698,2,2,1,False
18,附件3_未对齐版本_18,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,audio,suffix_zero_ambiguous,175,500,325,0.65,0.35,1.0,0.698,2,2,0,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,5,6,1,0.002,0.01,0.012,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,7,8,1,0.002,0.014,0.016,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,10,12,2,0.004,0.02,0.024,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,17,19,2,0.004,0.034,0.038,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,22,23,1,0.002,0.044,0.046,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,24,25,1,0.002,0.048,0.05,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,28,29,1,0.002,0.056,0.058,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,30,31,1,0.002,0.06,0.062,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,41,42,1,0.002,0.082,0.084,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,56,57,1,0.002,0.112,0.114,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,60,61,1,0.002,0.12,0.122,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,66,67,1,0.002,0.132,0.134,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,74,75,1,0.002,0.148,0.15,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,77,79,2,0.004,0.154,0.158,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,83,85,2,0.004,0.166,0.17,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,88,90,2,0.004,0.176,0.18,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,97,98,1,0.002,0.194,0.196,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,99,100,1,0.002,0.198,0.2,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,109,111,2,0.004,0.218,0.222,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,120,121,1,0.002,0.24,0.242,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,122,124,2,0.004,0.244,0.248,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,126,127,1,0.002,0.252,0.254,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,129,130,1,0.002,0.258,0.26,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,133,134,1,0.002,0.266,0.268,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,135,136,1,0.002,0.27,0.272,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,139,141,2,0.004,0.278,0.282,0.776,2,2,2,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,interior_zero_candidate,144,145,1,0.002,0.288,0.29,0.776,2,2,1,False
19,附件3_未对齐版本_19,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,audio,suffix_zero_ambiguous,147,500,353,0.706,0.294,1.0,0.776,2,2,0,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,1,2,1,0.002,0.002,0.004,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,7,8,1,0.002,0.014,0.016,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,9,10,1,0.002,0.018,0.02,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,11,14,3,0.006,0.022,0.028,0.51,2,2,3,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,26,27,1,0.002,0.052,0.054,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,33,34,1,0.002,0.066,0.068,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,37,38,1,0.002,0.074,0.076,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,44,45,1,0.002,0.088,0.09,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,47,48,1,0.002,0.094,0.096,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,59,62,3,0.006,0.118,0.124,0.51,2,2,3,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,72,73,1,0.002,0.144,0.146,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,75,76,1,0.002,0.15,0.152,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,91,92,1,0.002,0.182,0.184,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,94,95,1,0.002,0.188,0.19,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,106,107,1,0.002,0.212,0.214,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,117,120,3,0.006,0.234,0.24,0.51,2,2,3,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,124,125,1,0.002,0.248,0.25,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,127,128,1,0.002,0.254,0.256,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,131,132,1,0.002,0.262,0.264,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,134,135,1,0.002,0.268,0.27,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,143,144,1,0.002,0.286,0.288,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,145,146,1,0.002,0.29,0.292,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,151,152,1,0.002,0.302,0.304,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,153,154,1,0.002,0.306,0.308,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,159,160,1,0.002,0.318,0.32,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,166,167,1,0.002,0.332,0.334,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,168,169,1,0.002,0.336,0.338,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,173,174,1,0.002,0.346,0.348,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,176,177,1,0.002,0.352,0.354,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,181,182,1,0.002,0.362,0.364,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,186,189,3,0.006,0.372,0.378,0.51,2,2,3,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,203,204,1,0.002,0.406,0.408,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,206,207,1,0.002,0.412,0.414,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,208,210,2,0.004,0.416,0.42,0.51,2,2,2,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,211,212,1,0.002,0.422,0.424,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,213,214,1,0.002,0.426,0.428,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,215,216,1,0.002,0.43,0.432,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,220,221,1,0.002,0.44,0.442,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,222,223,1,0.002,0.444,0.446,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,224,225,1,0.002,0.448,0.45,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,229,230,1,0.002,0.458,0.46,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,231,233,2,0.004,0.462,0.466,0.51,2,2,2,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,247,248,1,0.002,0.494,0.496,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,249,250,1,0.002,0.498,0.5,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,260,261,1,0.002,0.52,0.522,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,268,269,1,0.002,0.536,0.538,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,271,272,1,0.002,0.542,0.544,0.51,2,2,1,False
20,附件3_未对齐版本_20,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,audio,interior_zero_candidate,276,278,2,0.004,0.552,0.556,0.51,2,2,2,False
