attachment,available_fields,decoded_frames,duration_s,fields,filename,format,fps,frame_shape,frames,path,readable,sample_count,sha256,size_bytes,split
3,text_bert|vision|audio,,,,附件3_14.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_14.pkl,,1,f6d45e8fa882062f70fd48ee1f7584b0a75ea0ed1c85a9eb218684e954dc1b82,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_15.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_15.pkl,,1,263b960d4d66b25a3db447fb7a16aee7b7d735e8bee3fe55c7869ad3103bf9d4,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_16.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_16.pkl,,1,df8b4c881e3fc971d532988bbd161d8d9bf8c5d16c3e7a559bb7a4045e96547f,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_17.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_17.pkl,,1,b6c64a55fb8050cb9fda15b0245df8f16b20d2a25d9368485dd1229e213fdba5,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_18.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_18.pkl,,1,dc8eb37586b93bdd4debe895041275fdabb94c3392bde667b4e0ccdc6429fab1,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_19.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_19.pkl,,1,d3a912bc3c70b60c1021babc521f28a6a34f9e916c164ad0191182e587c2385a,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_20.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_20.pkl,,1,bf24c7189bba3904e911dd452266078d8ff15768438a9069e6596ff73a4b925e,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_21.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_21.pkl,,1,c0605bd5757ff0c5dea345c96236ed7168ff976d37843572143efe11d6454600,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_22.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_22.pkl,,1,6f9dc33f9d3e5680ee3a3b2b0c53b1bac51fb98f1d75375a2cb1224cd7bd4d43,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_23.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_23.pkl,,1,5200bd05e2611777875eb1d88826bb56bb71dee4c708fec9d9f851222d243aae,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_24.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_24.pkl,,1,76b1c126e2043f90afd5af00d51299bc8f5bf1bee8148f5ff904ccbeb931a5e5,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_25.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_25.pkl,,1,88d52e2d0b0229ad6ec638e6e7463f6852f127ae9308fbee1cbc2405d8ebc4c8,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_26.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_26.pkl,,1,e483daa1391987552f9ee7f21bffec918dd61267af36885a9ae3073813193234,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_27.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_27.pkl,,1,27f16bbd4541196bb33f4caa36e038b2ff66fa72649f1b22f2328a5630de37ad,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_28.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_28.pkl,,1,81def781fa8fa5aebb555631b59ce48ee71a10c9e4226f1a5b6d91a2078f8f32,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_29.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_29.pkl,,1,8caf12e71117bd7334be12aba5af6322fb02a2397f8e2402e75391f4f9ef3686,50942,special_unlabeled
3,text_bert|vision|audio,,,,附件3_30.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/对齐版本/附件3_30.pkl,,1,a6b272abb5d083804b6902054d4180d55d3c1d5822c483967e70e6a9657546d3,50942,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_01.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_01.pkl,,1,4a8cf3d22e80e29cbf042767fbd3b603b466e1f5e2adaaa2536e8a20df05778d,494719,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_02.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_02.pkl,,1,1c99664a44a42fffac167dfdaf21923d0acd402c210c3a8e61bea51bb3d0a9b6,494811,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_03.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_03.pkl,,1,463185831b192816b256b4feef74054632e697939fc51b39d7d1a16903b613d4,494833,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_04.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_04.pkl,,1,bcd6d1ddee46e9995806fa20132330f19c24472ae4150c561bb89ae1bcd2f235,494845,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_05.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_05.pkl,,1,509990f6bf3ad0a14092824273c2de31ad46e48950b2c028dcaabdf965e56f9e,494750,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_06.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_06.pkl,,1,90df7acd34f00150233fa56621bfc0f1adb61fe2a8deea9fa3715d9499d6e61f,494787,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_07.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_07.pkl,,1,775eac32a8fa8588e963640473f0d64d2c9753d034e0257adfa42959ffd23619,494802,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_08.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_08.pkl,,1,4d50aa2a374872732e5e53cc8d6c0ca2b16c95f142b78dc291ce4782036b0b25,494757,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_09.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_09.pkl,,1,868c890476dbb622e5bd8df2469f46ff5e6fb1c546a77d40f8acd45dab8315e8,494758,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_10.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_10.pkl,,1,585dcfdb4c3856538732dea7acc25600198308433e6ab4f26e97a2c939d081e6,494729,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_11.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_11.pkl,,1,ea43a1cb3d93841c2cfc063ffca804888fcd2341b59386ee26e4e05fceca665f,494748,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_12.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,,1,54db89460b17078acd4aa4683aa06982213deef1b94dfee3effe57f76980c1a9,494780,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_13.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,,1,f680fff053e4949dbef6e81739da54f961fa6b17642957cf8df536060c58e444,494789,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_14.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,,1,36c25a1251f1afce266098671a620a036c61148aa89e466c113f70ded1355f65,494811,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_15.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,,1,97cd1ac0320af870b6057c6ba0aaa1c4cae377f108bfed3b3b6764f38e0793d9,494837,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_16.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,,1,4861ab00b303cb7a89b7a50f1ba17a6e0125837c2d64ff8b7d0a366d31926c54,494851,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_17.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_17.pkl,,1,0285c121a125b95434ea319f1938286f92c66ee2ffe4bc9d46c2509b6fad1eee,494798,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_18.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_18.pkl,,1,f25009fd8965236a5c51f864a6c60a22b92a57c6e41712422e2d6f4a37af2543,494793,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_19.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_19.pkl,,1,a1ec22a528d865998b9c15817486efa5adb62a3162dbe20814aa1d3bb02b0452,494806,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_20.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_20.pkl,,1,470ba389947ff86e5e9c05072b9345858690a57cf498dd02dbc1db0f688ee8c0,494882,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_21.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_21.pkl,,1,ce761fc3f77857b265b4500ef98a5439dab3f45df265ee985b3db218b4730755,494743,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_22.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_22.pkl,,1,261cacc583d096a853cc9181768528f2e29a4b701f9f89653517e83dce08bc45,494772,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_23.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_23.pkl,,1,c1386ab902160eb55d1b8c0aa79e8690693daba7258a4f16b9b1963fffa7b1f2,494757,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_24.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_24.pkl,,1,a7f73ddd97e406440abf16336789fec83622884bf5bb1439c3da5c75a1ae9420,494727,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_25.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_25.pkl,,1,62d5b24ef181b5d46207b4c48b54452e0fd1e4f7ce6f64945c5ac93a813ba001,494731,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_26.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_26.pkl,,1,327c66c63b793e5cac0f652a77f63d6e144d0447867464108b861b441357be50,494800,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_27.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_27.pkl,,1,cba6f3e088380f2378bc35b989df054ac1aabbaca5c831037ce542f7e5f7a47b,494829,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_28.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_28.pkl,,1,a4697405668cb31a8493fb591553170d9c0338971b122f8ee5ee0268a4cab91c,494831,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_29.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_29.pkl,,1,86105acdca8927a1665c5480e9282306bcf8433fb4be069c7aa1ec5260f47574,494776,special_unlabeled
3,raw_text|vision|audio,,,,附件3_未对齐版本_30.pkl,.pkl,,,,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_30.pkl,,1,3a04ca9fffd401dc476968d4cfd6f1a2cbf86ae52887d339d25265acdf0d23d8,494807,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,01.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/01.pkl,,1,5a08410ee779863238edcf349556a2f8e10490a70e02fc95001a64f6c8d17452,199376,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,02.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/02.pkl,,1,88ed34a500bd7f11027ffc97205e23fdcde162b32bee9c447367b026b41608ac,199111,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,03.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/03.pkl,,1,237a657ffb78b451b4e504ab8021e6072de404afd83d3b08be1560e98ca62860,199400,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,04.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/04.pkl,,1,f7d7291b6ed0050ad3fd439bd3f85ce6fafb230a6399366a76e0b52f017bf4a7,199256,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,05.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/05.pkl,,1,c6948e101e25656832290edf03daaf400b9a566e912775193d5f3ecdf9388eec,199067,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,06.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/06.pkl,,1,8c432420054ac28bfcacbbee18d0e8397bc87fa0c7e8cbb11f525d6e366fdd57,199472,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,07.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/07.pkl,,1,f16e44523bd82862435489552910ef3b801dd5b7501d67b84b83ee1496b0c5a0,200148,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,08.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/08.pkl,,1,a1cccd885234d22478f30d0a3b253277e0567abaecc6ac683734b7e3dfc255c4,199075,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,09.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/09.pkl,,1,f00ad50bdc14a4c9fe58fb4e421d6c8ee052d281d917766314f2846e48af8ff7,199083,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,10.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/10.pkl,,1,693326817b8253fc907a3c1df1b05dd1f10c7bc756a86ce125bb903b01eaf571,199344,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,11.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/11.pkl,,1,6e4c4b2fe76d6bbc56d1d21447ec9dff5309adb1227de8adab116ff703f42ffb,199067,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,12.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/12.pkl,,1,5d003f471f20ac8d51553c3b217fc594075067a4c806fc07139839d681a97032,199572,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,13.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/13.pkl,,1,e2d3d3c55bc52e7178e6e7f9b28e677018f14c76966d9ec5ac486d8fbbfd8281,199352,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,14.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/14.pkl,,1,5a07719d0610e979be9cc58f4137c951259048fe6ab9918cafd9e27d62f0b5dd,199456,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,15.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/15.pkl,,1,1fd8521f61b769038a991088f11a9693e0ad9f05ad92f9924d502cc147a7cd1f,199296,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,16.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/16.pkl,,1,5528f121c021c3648f41e013e829c0a73870eafbbde73415147a074be81d722f,198987,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,17.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/17.pkl,,1,7b841ea3fdea42ef7d0ba607d90ea61a86a44066eb4ee3d1a70e8180a7b47796,199352,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,18.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/18.pkl,,1,1fc0a00c832183dceeae626937716da6c4c096f621a7706c9268b76dedfa7f06,199908,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,19.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/19.pkl,,1,ef099682c44a9e6ba5135a74d4babf12a91ba5ee2895b32d191679244dd1c221,199652,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert,,,,20.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/20.pkl,,1,c9aed197e075fa99518e71cbb2ed17406178d9237d40c785409eacf1fa7f1a68,199516,special_unlabeled
4,video,270,9.0,,01.mp4,.mp4,30.0,"[720, 1280, 3]",270.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/01.mp4,True,1,,824021,special_unlabeled
4,video,101,3.6,,02.mp4,.mp4,30.0,"[360, 480, 3]",108.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/02.mp4,True,1,,142336,special_unlabeled
4,video,289,16.0,,03.mp4,.mp4,30.0,"[720, 1280, 3]",480.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/03.mp4,True,1,,2973584,special_unlabeled
4,video,207,9.233333333333333,,04.mp4,.mp4,30.0,"[720, 1280, 3]",277.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/04.mp4,True,1,,1200845,special_unlabeled
4,video,183,6.1,,05.mp4,.mp4,30.0,"[720, 1280, 3]",183.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/05.mp4,True,1,,836064,special_unlabeled
4,video,247,9.733333333333333,,06.mp4,.mp4,30.0,"[360, 480, 3]",292.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/06.mp4,True,1,,638126,special_unlabeled
4,video,639,24.1,,07.mp4,.mp4,30.0,"[720, 1280, 3]",723.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/07.mp4,True,1,,3559307,special_unlabeled
4,video,149,7.966666666666667,,08.mp4,.mp4,30.0,"[720, 1280, 3]",239.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/08.mp4,True,1,,1026677,special_unlabeled
4,video,151,11.3,,09.mp4,.mp4,30.0,"[360, 480, 3]",339.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/09.mp4,True,1,,741504,special_unlabeled
4,video,295,10.833333333333334,,10.mp4,.mp4,30.0,"[360, 480, 3]",325.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/10.mp4,True,1,,783573,special_unlabeled
4,video,174,11.4,,11.mp4,.mp4,30.0,"[360, 480, 3]",342.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/11.mp4,True,1,,672655,special_unlabeled
4,video,388,20.3,,12.mp4,.mp4,30.0,"[720, 1280, 3]",609.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/12.mp4,True,1,,2233107,special_unlabeled
4,video,260,8.666666666666666,,13.mp4,.mp4,30.0,"[360, 640, 3]",260.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/13.mp4,True,1,,262575,special_unlabeled
4,video,308,13.833333333333334,,14.mp4,.mp4,30.0,"[720, 1280, 3]",415.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/14.mp4,True,1,,2257001,special_unlabeled
4,video,220,7.333333333333333,,15.mp4,.mp4,30.0,"[720, 1280, 3]",220.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/15.mp4,True,1,,705745,special_unlabeled
4,video,93,5.566666666666666,,16.mp4,.mp4,30.0,"[360, 480, 3]",167.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/16.mp4,True,1,,226884,special_unlabeled
4,video,289,13.966666666666667,,17.mp4,.mp4,30.0,"[720, 1280, 3]",419.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/17.mp4,True,1,,1951911,special_unlabeled
4,video,561,22.866666666666667,,18.mp4,.mp4,30.0,"[720, 1280, 3]",686.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/18.mp4,True,1,,2262931,special_unlabeled
4,video,409,18.7,,19.mp4,.mp4,30.0,"[720, 1280, 3]",561.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/19.mp4,True,1,,1091162,special_unlabeled
4,video,326,18.7,,20.mp4,.mp4,30.0,"[360, 360, 3]",561.0,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/对齐版本/videos/20.mp4,True,1,,971427,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,01.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/01.pkl,,1,70e55e2709905d7ea9becf70d8dd91d83688e5902b6c5e601aa6d16e703e4659,591833,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,02.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/02.pkl,,1,17e1a7c74f20dd25ca240b289add7a3b632ff2d6fb73d71eb1e1c6006b1f3cb9,591568,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,03.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/03.pkl,,1,0d959289f51abebc34cb911895d7da4c70bb032d2fe281906b8f27ef6411cd8b,591857,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,04.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/04.pkl,,1,f05343ac26cc037a6023a8e00ca1ffa7d5578db9bac6f2dad2e97bebf2ee188c,591713,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,05.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/05.pkl,,1,cf0cd1b562e4516a25a04c23953f9baecaa0f42ce4044aa4eb9b1aba221e70a9,591524,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,06.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/06.pkl,,1,3a5e9de011531ec38d60430053a221bfde7e05b253cbbf414b6ec08c42b9eee4,591929,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,07.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/07.pkl,,1,b6f9a61599a16d0dee901ec277cdb32bde3ab50a223b15823fd0368b61f32314,592607,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,08.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/08.pkl,,1,842aa20b0b30bd8cdef2d1f2e3c458abf01caaacb416b23a4dc8b7129ca660f3,591532,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,09.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/09.pkl,,1,f42d91d2c1b8e6cad707eccd029c57eb1cb9e9300544ad1ba10bf0a96627ce65,591540,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,10.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/10.pkl,,1,b12cb66e785c60faaa92d91be71bcae87dd4c0282bdd7e53241a7bb3e7413aa9,591801,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,11.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/11.pkl,,1,64b0b19f12977bb24684cbb874d88e3dde71ad7f93821f8a382d05d3047c3005,591524,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,12.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/12.pkl,,1,fd7cb86a2952ef384b0f1ce0dc58391332379e1d065d48100735b40ce991a624,592030,special_unlabeled
4,raw_text|audio|vision|id|text|text_bert|audio_lengths|vision_lengths,,,,13.pkl,.pkl,,,,E题数据/附件4-可解释专项视频样本与特征文件/附件4-可解释专项视频样本与特征文件/未对齐版本/13.pkl,,1,4d8b77cdc24eecaa5104f19eaff60bad12fbf1886f40f1d95491decc9b31f7e0,591809,special_unlabeled
